Year,FIPS,Crop,WaterManagement,yield_kgHa,yield_kcalHa,yield_kgHa_detrended,yield_kcalHa_detrended
1996,20161,Soybeans,Irrigated,3530.67566774179,12696.309701199478,4351.137441959882,15646.690241287737
1997,20161,Soybeans,Irrigated,3571.026246801696,12841.410383498898,4364.587634979851,15695.057135387544
1998,20161,Soybeans,Irrigated,3268.3969038523996,11753.155266253229,3961.081844380789,14244.050312393318
1999,20161,Soybeans,Irrigated,3100.2694911027907,11148.569090005636,3725.7034665313363,13397.629665646686
2000,20161,Soybeans,Irrigated,2427.7598401043547,8730.224385015259,2891.7914992932756,10398.88223145862
2001,20161,Soybeans,Irrigated,3355.823158482196,12067.540077901976,3967.806940890773,14268.233759443221
2002,20161,Soybeans,Irrigated,3039.7436225129313,10930.918066556502,3564.3011502917116,12817.226936448995
2003,20161,Soybeans,Irrigated,2885.0664027832913,10374.698784408716,3355.823158482196,12067.540077901976
2004,20161,Soybeans,Irrigated,3813.129721161133,13712.014477295435,4398.213117529773,15815.974370637063
2005,20161,Soybeans,Irrigated,3423.07412358204,12309.374548401016,3914.0061688108985,14074.766183043992
2006,20161,Soybeans,Irrigated,3194.420842242572,11487.13734870429,3624.827018881571,13034.87795989813
2007,20161,Soybeans,Irrigated,3275.122000362384,11777.338713303132,3692.0779839814145,13276.712430397167
2008,20161,Soybeans,Irrigated,3409.623930562071,12261.007654301207,3813.129721161133,13712.014477295435
2009,20161,Soybeans,Irrigated,4014.882616460664,14437.517888792549,4452.013889609648,16009.441947036294
2010,20161,Soybeans,Irrigated,2938.8671748631664,10568.166360807947,3234.7714213024783,11632.238031003712
2011,20161,Soybeans,Irrigated,2925.416981843197,10519.799466708137,3194.420842242572,11487.13734870429
2012,20161,Soybeans,Irrigated,3476.874895661915,12502.842124800247,3766.054045591243,13542.73034794611
2013,20161,Soybeans,Irrigated,3685.3528874714298,13252.528983347262,3961.081844380789,14244.050312393318
2014,20161,Soybeans,Irrigated,3611.3768258616024,12986.511065798322,3853.480300221039,13857.115159594858
2015,20161,Soybeans,Irrigated,3523.950571231805,12672.12625414957,3732.4285630413206,13421.813112696589
2016,20161,Soybeans,Irrigated,4021.607712970648,14461.701335842452,4230.085704780164,15211.388194389468
2017,20161,Soybeans,Irrigated,3893.830879280945,14002.215841894278,4068.683388540539,14630.98546519178
2018,20161,Soybeans,Irrigated,3611.3768258616024,12986.511065798322,3745.8787560612896,13470.180006796398
2019,20161,Soybeans,Irrigated,3685.3528874714298,13252.528983347262,3792.95443163118,13639.464136145723
2020,20161,Soybeans,Irrigated,4277.161380350054,15380.672323738794,4371.312731489835,15719.240582437445
2021,20161,Soybeans,Irrigated,4330.962152429929,15574.139900138025,4391.488021019788,15791.790923587158
1990,20161,Soybeans,Non-Irrigated,1802.325864675809,6481.163809374209,2858.166016743354,10277.9649962091
1991,20161,Soybeans,Non-Irrigated,1479.5212321965596,5320.358350978829,2306.7081029246356,8294.92233811699
1992,20161,Soybeans,Non-Irrigated,2495.0108052041983,8972.058855514297,3819.854817671117,13736.197924345337
1993,20161,Soybeans,Non-Irrigated,2051.15443554523,7375.951350220648,3086.8192980828217,11100.202195905827
1994,20161,Soybeans,Non-Irrigated,2568.986866814026,9238.076773063238,3806.4046246511484,13687.83103024553
1995,20161,Soybeans,Non-Irrigated,1876.3019262856367,6747.18172692315,2730.389183053651,9818.479502260929
1996,20161,Soybeans,Non-Irrigated,2555.536673794057,9189.70987896343,3665.177597941477,13179.978642197551
1997,20161,Soybeans,Non-Irrigated,2219.281848294839,7980.537526468242,3127.169877142728,11245.302878205252
1998,20161,Soybeans,Non-Irrigated,2474.835515674245,8899.508514364585,3436.5243166020086,12357.741442500823
1999,20161,Soybeans,Non-Irrigated,2219.281848294839,7980.537526468242,3033.018526002947,10906.734619506598
2000,20161,Soybeans,Non-Irrigated,1123.0911171673883,4038.6356573339285,1513.1467147464814,5441.2755862283475
2001,20161,Soybeans,Non-Irrigated,2239.4571378247924,8053.087867617954,2972.4926574130877,10689.083596057464
2002,20161,Soybeans,Non-Irrigated,1170.1667927372787,4207.919786683255,1526.59690776645,5489.642480328154
2003,20161,Soybeans,Non-Irrigated,1089.4656346174665,3917.7184220844097,1405.5451705867315,5054.340433429887
2004,20161,Soybeans,Non-Irrigated,2790.91505164351,10036.130525710063,3544.1258607617588,12744.676595299285
2005,20161,Soybeans,Non-Irrigated,2878.341306273306,10350.51533735881,3604.651729351618,12962.327618748419
2006,20161,Soybeans,Non-Irrigated,2145.3057866850113,7714.5196089193005,2649.6880249338387,9528.278137662084
2007,20161,Soybeans,Non-Irrigated,2528.63628775412,9092.976090763816,3080.0942015728374,11076.018748855924
2008,20161,Soybeans,Non-Irrigated,2905.241692313244,10447.249125558426,3490.3250886818837,12551.209018900054
2009,20161,Soybeans,Non-Irrigated,3503.7752817018522,12599.57591299986,4156.109643170335,14945.370276840527
2010,20161,Soybeans,Non-Irrigated,2246.1822343347767,8077.271314667857,2629.5127354038855,9455.727796512372
2011,20161,Soybeans,Non-Irrigated,2454.6602261442918,8826.958173214873,2837.990727213401,10205.41465505939
2012,20161,Soybeans,Non-Irrigated,1936.827794875496,6964.832750372284,2205.8316552748706,7932.170632368435
2013,20161,Soybeans,Non-Irrigated,2622.7876388939007,9431.544349462467,2952.317367883135,10616.533254907754
2014,20161,Soybeans,Non-Irrigated,2508.460998224167,9020.425749614104,2790.91505164351,10036.130525710063
2015,20161,Soybeans,Non-Irrigated,2851.440920233369,10253.781549159195,3133.8949736527125,11269.486325255155
2016,20161,Soybeans,Non-Irrigated,3423.07412358204,12309.374548401016,3712.2532735113678,13349.262771546879
2017,20161,Soybeans,Non-Irrigated,2299.9830064146518,8270.738891067087,2468.1104191642607,8875.325067314681
2018,20161,Soybeans,Non-Irrigated,2649.6880249338387,9528.278137662084,2804.3652446634787,10084.49741980987
2019,20161,Soybeans,Non-Irrigated,3342.3729654622275,12019.17318380217,3497.050185191868,12575.392465949957
2020,20161,Soybeans,Non-Irrigated,3120.444780632744,11221.119431155348,3228.046324792494,11608.054583953808
2021,20161,Soybeans,Non-Irrigated,3234.7714213024783,11632.238031003712,3308.747482912306,11898.255948552653
1990,20177,Soybeans,Irrigated,3618.101922371586,13010.694512848224,3584.4764398216644,12889.777277598705
1991,20177,Soybeans,Irrigated,3631.552115391555,13059.061406948033,3618.101922371586,13010.694512848224
1992,20177,Soybeans,Irrigated,3947.631651360821,14195.683418293513,3954.3567478708046,14219.866865343414
1993,20177,Soybeans,Irrigated,2797.6401481534945,10060.313972759966,2824.540534193432,10157.047760959582
1994,20177,Soybeans,Irrigated,3786.2293351211956,13615.28068909582,3840.0301072010707,13808.74826549505
1995,20177,Soybeans,Irrigated,2064.6046285651987,7424.318244320455,2104.9552076251052,7569.418926619878
1996,20177,Soybeans,Irrigated,4035.0579059906167,14510.068229942259,4142.659450150367,14897.003382740719
1997,20177,Soybeans,Irrigated,3900.55597579093,14026.399288944185,4035.0579059906167,14510.068229942259
1998,20177,Soybeans,Irrigated,3523.950571231805,12672.12625414957,3665.177597941477,13179.978642197551
1999,20177,Soybeans,Irrigated,3315.47257942229,11922.439395602554,3470.149799151931,12478.658677750343
2000,20177,Soybeans,Irrigated,2837.990727213401,10205.41465505939,2992.6679469430405,10761.633937207174
2001,20177,Soybeans,Irrigated,3611.3768258616024,12986.511065798322,3826.5799141811012,13760.38137139524
2002,20177,Soybeans,Irrigated,3046.4687190229156,10955.101513606405,3248.2216143224464,11680.604925103518
2003,20177,Soybeans,Irrigated,3127.169877142728,11245.302878205252,3355.823158482196,12067.540077901976
2004,20177,Soybeans,Irrigated,4129.209257130397,14848.63648864091,4465.464082629616,16057.8088411361
2005,20177,Soybeans,Irrigated,3618.101922371586,13010.694512848224,3934.1814583408513,14147.316524193702
2006,20177,Soybeans,Irrigated,3335.6478689522432,11994.989736752266,3651.727404921508,13131.611748097743
2007,20177,Soybeans,Irrigated,3315.47257942229,11922.439395602554,3651.727404921508,13131.611748097743
2008,20177,Soybeans,Irrigated,3597.9266328416334,12938.144171698514,3940.9065548508356,14171.499971243606
2009,20177,Soybeans,Irrigated,3826.5799141811012,13760.38137139524,4162.83473968032,14969.55372389043
2010,20177,Soybeans,Irrigated,2905.241692313244,10447.249125558426,3140.620070162697,11293.66977230506
2011,20177,Soybeans,Irrigated,3288.5721933823525,11825.70560740294,3537.4007642517745,12720.493148249381
2012,20177,Soybeans,Irrigated,3248.2216143224464,11680.604925103518,3470.149799151931,12478.658677750343
2013,20177,Soybeans,Irrigated,3725.7034665313363,13397.629665646686,3954.3567478708046,14219.866865343414
2014,20177,Soybeans,Irrigated,2844.715823723385,10229.598102109292,2999.3930434530257,10785.817384257081
2015,20177,Soybeans,Irrigated,3651.727404921508,13131.611748097743,3826.5799141811012,13760.38137139524
2016,20177,Soybeans,Irrigated,3887.1057827709606,13978.032394844375,4048.5080990105857,14558.435124042067
2017,20177,Soybeans,Irrigated,3718.978370021352,13373.446218596782,3853.480300221039,13857.115159594858
2018,20177,Soybeans,Irrigated,3416.349027072056,12285.191101351113,3517.225474721821,12647.942807099667
2019,20177,Soybeans,Irrigated,3645.0023084115237,13107.42830104784,3732.4285630413206,13421.813112696589
2020,20177,Soybeans,Irrigated,3920.7312653208824,14098.949630093894,3987.982230420726,14340.784100592931
2021,20177,Soybeans,Irrigated,4095.583774580476,14727.719253391393,4142.659450150367,14897.003382740719
1990,20177,Soybeans,Non-Irrigated,2427.7598401043547,8730.224385015259,3160.79535969265,11366.22011345477
1991,20177,Soybeans,Non-Irrigated,1957.0030844054493,7037.383091521996,2521.9111912441354,9068.79264371391
1992,20177,Soybeans,Non-Irrigated,3066.644008552869,11027.651854756117,3920.7312653208824,14098.949630093894
1993,20177,Soybeans,Non-Irrigated,2407.584550574401,8657.674043865545,3046.4687190229156,10955.101513606405
1994,20177,Soybeans,Non-Irrigated,2333.6084889645736,8391.656126316606,2932.142078353182,10543.982913758044
1995,20177,Soybeans,Non-Irrigated,1862.8517332656681,6698.814832823343,2320.158295944605,8343.289232216799
1996,20177,Soybeans,Non-Irrigated,3133.8949736527125,11269.486325255155,3866.9304932410078,13905.482053694665
1997,20177,Soybeans,Non-Irrigated,2568.986866814026,9238.076773063238,3140.620070162697,11293.66977230506
1998,20177,Soybeans,Non-Irrigated,2373.959068024479,8536.756808616028,2878.341306273306,10350.51533735881
1999,20177,Soybeans,Non-Irrigated,1822.5011542057618,6553.71415052392,2192.3814622549016,7883.803738268626
2000,20177,Soybeans,Non-Irrigated,1304.668722936966,4691.58872768133,1553.4972938063875,5586.37626852777
2001,20177,Soybeans,Non-Irrigated,2575.71196332401,9262.26022011314,3046.4687190229156,10955.101513606405
2002,20177,Soybeans,Non-Irrigated,1667.8239344761216,5997.494868376133,1957.0030844054493,7037.383091521996
2003,20177,Soybeans,Non-Irrigated,1506.421618236497,5417.092139178443,1748.525092595934,6287.696232974979
2004,20177,Soybeans,Non-Irrigated,3429.7992200920244,12333.55799545092,3954.3567478708046,14219.866865343414
2005,20177,Soybeans,Non-Irrigated,2750.5644725836037,9891.029843410639,3147.345166672681,11317.853219354962
2006,20177,Soybeans,Non-Irrigated,2495.0108052041983,8972.058855514297,2831.2656307034163,10181.231208009485
2007,20177,Soybeans,Non-Irrigated,2185.6563657449174,7859.620291218723,2461.3853226542765,8851.141620264778
2008,20177,Soybeans,Non-Irrigated,2495.0108052041983,8972.058855514297,2784.1899551335255,10011.947078660158
2009,20177,Soybeans,Non-Irrigated,3288.5721933823525,11825.70560740294,3645.0023084115237,13107.42830104784
2010,20177,Soybeans,Non-Irrigated,2138.580690175027,7690.336161869397,2353.7837784945264,8464.206467466316
2011,20177,Soybeans,Non-Irrigated,2057.879532055215,7400.134797270553,2246.1822343347767,8077.271314667857
2012,20177,Soybeans,Non-Irrigated,1795.6007681658243,6456.980362324304,1943.5528913854803,6989.016197422187
2013,20177,Soybeans,Non-Irrigated,2595.8872528539637,9334.810561262853,2790.91505164351,10036.130525710063
2014,20177,Soybeans,Non-Irrigated,2548.811577284073,9165.526431913526,2716.938990033682,9770.11260816112
2015,20177,Soybeans,Non-Irrigated,3113.719684122759,11196.935984105443,3295.2972898923367,11849.889054452844
2016,20177,Soybeans,Non-Irrigated,3261.6718073424154,11728.971819203325,3429.7992200920244,12333.55799545092
2017,20177,Soybeans,Non-Irrigated,3140.620070162697,11293.66977230506,3275.122000362384,11777.338713303132
2018,20177,Soybeans,Non-Irrigated,2387.409261044448,8585.123702715835,2474.835515674245,8899.508514364585
2019,20177,Soybeans,Non-Irrigated,3113.719684122759,11196.935984105443,3201.145938752556,11511.320795754193
2020,20177,Soybeans,Non-Irrigated,2858.166016743354,10277.9649962091,2918.6918853332127,10495.616019658233
2021,20177,Soybeans,Non-Irrigated,3174.245552712619,11414.587007554577,3214.5961317725246,11559.687689854
1990,20197,Soybeans,Irrigated,3120.444780632744,11221.119431155348,4169.559836190304,14993.737170940334
1991,20197,Soybeans,Irrigated,2871.6162097633223,10326.331890308908,3792.95443163118,13639.464136145723
1992,20197,Soybeans,Irrigated,3174.245552712619,11414.587007554577,4156.109643170335,14945.370276840527
1993,20197,Soybeans,Irrigated,1627.4733554162156,5852.394186076711,2111.6803041350895,7593.602373669782
1994,20197,Soybeans,Irrigated,3248.2216143224464,11680.604925103518,4169.559836190304,14993.737170940334
1995,20197,Soybeans,Irrigated,2750.5644725836037,9891.029843410639,3497.050185191868,12575.392465949957
1996,20197,Soybeans,Irrigated,3537.4007642517745,12720.493148249381,4452.013889609648,16009.441947036294
1997,20197,Soybeans,Irrigated,3678.627790961446,13228.34553629736,4586.515819809335,16493.110888034367
1998,20197,Soybeans,Irrigated,3375.9984480121498,12140.09041905169,4169.559836190304,14993.737170940334
1999,20197,Soybeans,Irrigated,3180.9706492226032,11438.770454604482,3893.830879280945,14002.215841894278
2000,20197,Soybeans,Irrigated,2568.986866814026,9238.076773063238,3113.719684122759,11196.935984105443
2001,20197,Soybeans,Irrigated,3463.424702641946,12454.475230700438,4156.109643170335,14945.370276840527
2002,20197,Soybeans,Irrigated,3080.0942015728374,11076.018748855924,3665.177597941477,13179.978642197551
2003,20197,Soybeans,Irrigated,2985.9428504330563,10737.450490157271,3523.950571231805,12672.12625414957
2004,20197,Soybeans,Irrigated,4048.5080990105857,14558.435124042067,4727.742846519006,17000.963276082344
2005,20197,Soybeans,Irrigated,3651.727404921508,13131.611748097743,4230.085704780164,15211.388194389468
2006,20197,Soybeans,Irrigated,3396.1737375421026,12212.6407602014,3900.55597579093,14026.399288944185
2007,20197,Soybeans,Irrigated,3409.623930562071,12261.007654301207,3880.380686260977,13953.848947794475
2008,20197,Soybeans,Irrigated,3456.6996061319614,12430.291783650533,3900.55597579093,14026.399288944185
2009,20197,Soybeans,Irrigated,3987.982230420726,14340.784100592931,4458.738986119632,16033.625394086195
2010,20197,Soybeans,Irrigated,2972.4926574130877,10689.083596057464,3295.2972898923367,11849.889054452844
2011,20197,Soybeans,Irrigated,3033.018526002947,10906.734619506598,3335.6478689522432,11994.989736752266
2012,20197,Soybeans,Irrigated,3449.974509621977,12406.10833660063,3766.054045591243,13542.73034794611
2013,20197,Soybeans,Irrigated,3752.6038525712734,13494.3634538463,4061.9582920305543,14606.802018141874
2014,20197,Soybeans,Irrigated,3685.3528874714298,13252.528983347262,3954.3567478708046,14219.866865343414
2015,20197,Soybeans,Irrigated,3631.552115391555,13059.061406948033,3866.9304932410078,13905.482053694665
2016,20197,Soybeans,Irrigated,4061.9582920305543,14606.802018141874,4290.611573370023,15429.039217838601
2017,20197,Soybeans,Irrigated,3927.456361830867,14123.133077143799,4115.75906411043,14800.269594541105
2018,20197,Soybeans,Irrigated,3604.651729351618,12962.327618748419,3745.8787560612896,13470.180006796398
2019,20197,Soybeans,Irrigated,3725.7034665313363,13397.629665646686,3840.0301072010707,13808.74826549505
2020,20197,Soybeans,Irrigated,4304.061766389991,15477.406111938408,4398.213117529773,15815.974370637063
2021,20197,Soybeans,Irrigated,4310.786862899975,15501.589558988311,4371.312731489835,15719.240582437445
1990,20197,Soybeans,Non-Irrigated,2125.1304971550585,7641.96926776959,2669.8633144637915,9600.828478811794
1991,20197,Soybeans,Non-Irrigated,1755.2501891059185,6311.879680024883,2185.6563657449174,7859.620291218723
1992,20197,Soybeans,Non-Irrigated,2582.437059833995,9286.443667163046,3194.420842242572,11487.13734870429
1993,20197,Soybeans,Non-Irrigated,2185.6563657449174,7859.620291218723,2683.31350748376,9649.195372911601
1994,20197,Soybeans,Non-Irrigated,2447.9351296343075,8802.77472616497,2979.217753923072,10713.267043107367
1995,20197,Soybeans,Non-Irrigated,1802.325864675809,6481.163809374209,2178.931269234933,7835.436844168819
1996,20197,Soybeans,Non-Irrigated,2837.990727213401,10205.41465505939,3402.898834052087,12236.824207251304
1997,20197,Soybeans,Non-Irrigated,2595.8872528539637,9334.810561262853,3093.5443945928064,11124.385642955733
1998,20197,Soybeans,Non-Irrigated,2152.0308831949956,7738.703055969204,2542.0864807740886,9141.342984863622
1999,20197,Soybeans,Non-Irrigated,1930.1026983655117,6940.649303322381,2266.35752386473,8149.821655817569
2000,20197,Soybeans,Non-Irrigated,1002.0393799876699,3603.3336104356613,1170.1667927372787,4207.919786683255
2001,20197,Soybeans,Non-Irrigated,2515.186094734151,9044.609196664007,2911.9667888232284,10471.43257260833
2002,20197,Soybeans,Non-Irrigated,1634.1984519261998,5876.577633126614,1876.3019262856367,6747.18172692315
2003,20197,Soybeans,Non-Irrigated,1271.0432403870443,4570.671492431811,1452.620846156622,5223.624562779213
2004,20197,Soybeans,Non-Irrigated,3221.321228282509,11583.871136903903,3651.727404921508,13131.611748097743
2005,20197,Soybeans,Non-Irrigated,2716.938990033682,9770.11260816112,3053.1938155329,10979.284960656309
2006,20197,Soybeans,Non-Irrigated,2367.2339715144954,8512.573361566125,2642.9629284238536,9504.094690612177
2007,20197,Soybeans,Non-Irrigated,2178.931269234933,7835.436844168819,2414.3096470843857,8681.85749091545
2008,20197,Soybeans,Non-Irrigated,2817.8154376834473,10132.864313909677,3106.994587612775,11172.75253705554
2009,20197,Soybeans,Non-Irrigated,3261.6718073424154,11728.971819203325,3571.026246801696,12841.410383498898
2010,20197,Soybeans,Non-Irrigated,1936.827794875496,6964.832750372284,2104.9552076251052,7569.418926619878
2011,20197,Soybeans,Non-Irrigated,1351.744398506857,4860.8728570306575,1459.3459426666063,5247.808009829117
2012,20197,Soybeans,Non-Irrigated,1519.8718112564657,5465.459033278251,1627.4733554162156,5852.394186076711
2013,20197,Soybeans,Non-Irrigated,2602.612349363948,9358.994008312757,2770.7397621135574,9963.580184560353
2014,20197,Soybeans,Non-Irrigated,2158.7559797049803,7762.886503019109,2286.532813394683,8222.37199696728
2015,20197,Soybeans,Non-Irrigated,2568.986866814026,9238.076773063238,2703.488797013714,9721.745714061315
2016,20197,Soybeans,Non-Irrigated,3308.747482912306,11898.255948552653,3456.6996061319614,12430.291783650533
2017,20197,Soybeans,Non-Irrigated,2831.2656307034163,10181.231208009485,2938.8671748631664,10568.166360807947
2018,20197,Soybeans,Non-Irrigated,2299.9830064146518,8270.738891067087,2373.959068024479,8536.756808616028
2019,20197,Soybeans,Non-Irrigated,2918.6918853332127,10495.616019658233,2992.6679469430405,10761.633937207174
2020,20197,Soybeans,Non-Irrigated,2764.0146656035727,9939.396737510448,2817.8154376834473,10132.864313909677
2021,20197,Soybeans,Non-Irrigated,2878.341306273306,10350.51533735881,2911.9667888232284,10471.43257260833
1990,20209,Soybeans,Irrigated,2737.114279563635,9842.662949310832,4431.8386000796945,15936.891605886582
1991,20209,Soybeans,Irrigated,2360.508875004511,8488.389914516221,3752.6038525712734,13494.3634538463
1992,20209,Soybeans,Irrigated,3059.918912042884,11003.468407706212,4774.818522088896,17170.24740543167
1993,20209,Soybeans,Irrigated,1392.0949775667627,5005.973539330079,2131.8555936650423,7666.152714819493
1994,20209,Soybeans,Irrigated,3396.1737375421026,12212.6407602014,5117.798444098099,18403.603204976764
1995,20209,Soybeans,Irrigated,2239.4571378247924,8053.087867617954,3315.47257942229,11922.439395602554
1996,20209,Soybeans,Irrigated,2790.91505164351,10036.130525710063,4061.9582920305543,14606.802018141874
1997,20209,Soybeans,Irrigated,2992.6679469430405,10761.633937207174,4283.886476860039,15404.8557707887
1998,20209,Soybeans,Irrigated,2750.5644725836037,9891.029843410639,3873.655589750992,13929.665500744568
1999,20209,Soybeans,Irrigated,2737.114279563635,9842.662949310832,3792.95443163118,13639.464136145723
2000,20209,Soybeans,Irrigated,2427.7598401043547,8730.224385015259,3308.747482912306,11898.255948552653
2001,20209,Soybeans,Irrigated,2925.416981843197,10519.799466708137,3927.456361830867,14123.133077143799
2002,20209,Soybeans,Irrigated,2562.261770304042,9213.893326013334,3389.4486410321183,12188.457313151497
2003,20209,Soybeans,Irrigated,2367.2339715144954,8512.573361566125,3080.0942015728374,11076.018748855924
2004,20209,Soybeans,Irrigated,3342.3729654622275,12019.17318380217,4283.886476860039,15404.8557707887
2005,20209,Soybeans,Irrigated,3080.0942015728374,11076.018748855924,3893.830879280945,14002.215841894278
2006,20209,Soybeans,Irrigated,3039.7436225129313,10930.918066556502,3786.2293351211956,13615.28068909582
2007,20209,Soybeans,Irrigated,3073.3691050628536,11051.835301806022,3772.779142101227,13566.913794996013
2008,20209,Soybeans,Irrigated,2683.31350748376,9649.195372911601,3248.2216143224464,11680.604925103518
2009,20209,Soybeans,Irrigated,3261.6718073424154,11728.971819203325,3893.830879280945,14002.215841894278
2010,20209,Soybeans,Irrigated,3006.11813996301,10810.000831306985,3537.4007642517745,12720.493148249381
2011,20209,Soybeans,Irrigated,2911.9667888232284,10471.43257260833,3382.7235445221336,12164.273866101592
2012,20209,Soybeans,Irrigated,2764.0146656035727,9939.396737510448,3167.5204562026343,11390.403560504674
2013,20209,Soybeans,Irrigated,3483.5999921718994,12527.02557185015,3940.9065548508356,14171.499971243606
2014,20209,Soybeans,Irrigated,3745.8787560612896,13470.180006796398,4183.010029210273,15042.104065040143
2015,20209,Soybeans,Irrigated,3470.149799151931,12478.658677750343,3826.5799141811012,13760.38137139524
2016,20209,Soybeans,Irrigated,3826.5799141811012,13760.38137139524,4162.83473968032,14969.55372389043
2017,20209,Soybeans,Irrigated,4048.5080990105857,14558.435124042067,4351.137441959882,15646.690241287737
2018,20209,Soybeans,Irrigated,3833.3050106910864,13784.564818445147,4068.683388540539,14630.98546519178
2019,20209,Soybeans,Irrigated,3611.3768258616024,12986.511065798322,3786.2293351211956,13615.28068909582
2020,20209,Soybeans,Irrigated,3813.129721161133,13712.014477295435,3954.3567478708046,14219.866865343414
2021,20209,Soybeans,Irrigated,3893.830879280945,14002.215841894278,3987.982230420726,14340.784100592931
1990,20209,Soybeans,Non-Irrigated,2468.1104191642607,8875.325067314681,3308.747482912306,11898.255948552653
1991,20209,Soybeans,Non-Irrigated,2252.907330844761,8101.45476171776,2985.9428504330563,10737.450490157271
1992,20209,Soybeans,Non-Irrigated,2851.440920233369,10253.781549159195,3745.8787560612896,13470.180006796398
1993,20209,Soybeans,Non-Irrigated,1775.4254786358715,6384.430021174594,2306.7081029246356,8294.92233811699
1994,20209,Soybeans,Non-Irrigated,3073.3691050628536,11051.835301806022,3954.3567478708046,14219.866865343414
1995,20209,Soybeans,Non-Irrigated,2118.4054006450738,7617.785820719685,2696.7637005037295,9697.562267011412
1996,20209,Soybeans,Non-Irrigated,2959.042464393119,10640.716701957657,3732.4285630413206,13421.813112696589
1997,20209,Soybeans,Non-Irrigated,2716.938990033682,9770.11260816112,3396.1737375421026,12212.6407602014
1998,20209,Soybeans,Non-Irrigated,2616.0625423839165,9407.360902412564,3234.7714213024783,11632.238031003712
1999,20209,Soybeans,Non-Irrigated,2542.0864807740886,9141.342984863622,3113.719684122759,11196.935984105443
2000,20209,Soybeans,Non-Irrigated,2434.484936614339,8754.407832065162,2959.042464393119,10640.716701957657
2001,20209,Soybeans,Non-Irrigated,2837.990727213401,10205.41465505939,3416.349027072056,12285.191101351113
2002,20209,Soybeans,Non-Irrigated,2474.835515674245,8899.508514364585,2952.317367883135,10616.533254907754
2003,20209,Soybeans,Non-Irrigated,1580.397679846325,5683.110056727385,1869.5768297756526,6722.998279873247
2004,20209,Soybeans,Non-Irrigated,3221.321228282509,11583.871136903903,3772.779142101227,13566.913794996013
2005,20209,Soybeans,Non-Irrigated,3113.719684122759,11196.935984105443,3611.3768258616024,12986.511065798322
2006,20209,Soybeans,Non-Irrigated,2743.8393760736194,9866.846396360736,3154.0702631826653,11342.036666404865
2007,20209,Soybeans,Non-Irrigated,2649.6880249338387,9528.278137662084,3019.5683329829785,10858.367725406792
2008,20209,Soybeans,Non-Irrigated,2723.6640865436666,9794.296055211025,3080.0942015728374,11076.018748855924
2009,20209,Soybeans,Non-Irrigated,3268.3969038523996,11753.155266253229,3665.177597941477,13179.978642197551
2010,20209,Soybeans,Non-Irrigated,2905.241692313244,10447.249125558426,3228.046324792494,11608.054583953808
2011,20209,Soybeans,Non-Irrigated,2595.8872528539637,9334.810561262853,2858.166016743354,10277.9649962091
2012,20209,Soybeans,Non-Irrigated,2017.5289529953084,7255.034114971129,2205.8316552748706,7932.170632368435
2013,20209,Soybeans,Non-Irrigated,2750.5644725836037,9891.029843410639,2979.217753923072,10713.267043107367
2014,20209,Soybeans,Non-Irrigated,3382.7235445221336,12164.273866101592,3631.552115391555,13059.061406948033
2015,20209,Soybeans,Non-Irrigated,2952.317367883135,10616.533254907754,3147.345166672681,11317.853219354962
2016,20209,Soybeans,Non-Irrigated,3268.3969038523996,11753.155266253229,3456.6996061319614,12430.291783650533
2017,20209,Soybeans,Non-Irrigated,3214.5961317725246,11559.687689854,3369.2733515021655,12115.906972001787
2018,20209,Soybeans,Non-Irrigated,2885.0664027832913,10374.698784408716,2999.3930434530257,10785.817384257081
2019,20209,Soybeans,Non-Irrigated,3409.623930562071,12261.007654301207,3517.225474721821,12647.942807099667
2020,20209,Soybeans,Non-Irrigated,3254.946710832431,11704.788372153422,3328.922772442259,11970.806289702363
2021,20209,Soybeans,Non-Irrigated,3187.6957457325875,11462.953901654386,3234.7714213024783,11632.238031003712
2022,20005,Wheat,Irrigated,4196.460222230241,13781.17536980411,4270.43628384007,14024.11275613079
2022,20005,Wheat,Non-Irrigated,4196.460222230241,13781.17536980411,4270.43628384007,14024.11275613079
2022,20013,Wheat,Irrigated,4539.440144239444,14907.521433682332,4640.31659188921,15238.799687764165
2022,20013,Wheat,Non-Irrigated,4539.440144239444,14907.521433682332,4640.31659188921,15238.799687764165
2022,20045,Wheat,Irrigated,3483.5999921718994,11440.142374292516,3544.1258607617588,11638.909326741616
2022,20045,Wheat,Non-Irrigated,3483.5999921718994,11440.142374292516,3544.1258607617588,11638.909326741616
2022,20061,Wheat,Irrigated,4660.491881419162,15305.055338580529,4774.818522088896,15680.504026539935
2022,20061,Wheat,Non-Irrigated,3086.8192980828217,10137.114574903986,3133.8949736527125,10291.711093475507
2022,20085,Wheat,Irrigated,4337.687248939913,14244.964925518674,4425.11350356971,14532.072745722926
2022,20085,Wheat,Non-Irrigated,4337.687248939913,14244.964925518674,4425.11350356971,14532.072745722926
2022,20087,Wheat,Irrigated,3766.054045591243,12367.72148572164,3840.0301072010707,12610.658872048316
2022,20087,Wheat,Non-Irrigated,3766.054045591243,12367.72148572164,3840.0301072010707,12610.658872048316
2022,20091,Wheat,Irrigated,3752.6038525712734,12323.55105184406,3819.854817671117,12544.403221231947
2022,20091,Wheat,Non-Irrigated,3752.6038525712734,12323.55105184406,3819.854817671117,12544.403221231947
2022,20103,Wheat,Irrigated,3819.854817671117,12544.403221231947,3893.830879280945,12787.340607558623
