Year,FIPS,Crop,WaterManagement,yield_kgHa,yield_kcalHa,yield_kgHa_detrended,yield_kcalHa_detrended
1996,20061,Sorghum,Irrigated,6025.702287690403,20668.158846778082,8856.527008261624,30377.88763833737
1997,20061,Sorghum,Irrigated,5347.810780325233,18342.99097651555,7726.707829319673,26502.60785456648
1998,20061,Sorghum,Irrigated,5749.524266171259,19720.86823296742,8166.081954463765,28009.661103810715
1999,20061,Sorghum,Irrigated,5335.257233892545,18299.93231225143,7456.806581016874,25576.846572887876
2000,20061,Sorghum,Irrigated,3464.778815421982,11884.191336897398,4764.070871205226,16340.763088233924
2001,20061,Sorghum,Irrigated,5454.515925003085,18708.989622760582,7375.2085292044,25296.965255171093
2002,20061,Sorghum,Irrigated,2749.226668758746,9429.8474738425,3659.358785128651,12551.600632991274
2003,20061,Sorghum,Irrigated,2843.378267003909,9752.787455823409,3728.403290508437,12788.423286443938
2004,20061,Sorghum,Irrigated,6540.397691430626,22433.564081607048,8442.259975982908,28956.951717621378
2005,20061,Sorghum,Irrigated,5912.720369796209,20280.630868400996,7513.297539963972,25770.610562076425
2006,20061,Sorghum,Irrigated,5209.721769565661,17869.34566961022,6521.5673717815935,22368.976085210867
2007,20061,Sorghum,Irrigated,5944.10423587793,20388.2775290613,7331.271116689991,25146.25993024667
2008,20061,Sorghum,Irrigated,7067.6466416035355,24242.027980700128,8592.902533175169,29473.65568879083
2009,20061,Sorghum,Irrigated,7293.610477391926,25017.083937454307,8743.54509036743,29990.359659960286
2010,20061,Sorghum,Irrigated,5818.568771551047,19957.690886420092,6879.34344511321,23596.148016738312
2011,20061,Sorghum,Irrigated,6396.031907454711,21938.38944256966,7456.806581016874,25576.846572887876
2012,20061,Sorghum,Irrigated,4111.286456705431,14101.71254649963,4726.41023190716,16211.587095441559
2013,20061,Sorghum,Irrigated,7124.137600550634,24435.791969888673,8084.483902651293,27729.779786093935
2014,20061,Sorghum,Irrigated,6502.73705213256,22304.38808881468,7281.056930959237,24974.025273190186
2015,20061,Sorghum,Irrigated,7375.2085292044,25296.965255171093,8147.251634814734,27945.073107414537
2016,20061,Sorghum,Irrigated,5762.077812603949,19763.926897231544,6283.049989560514,21550.861464192567
2017,20061,Sorghum,Irrigated,6157.5145252336315,21120.274821551357,6628.272516459444,22734.974731455895
2018,20061,Sorghum,Irrigated,5178.337903483941,17761.69900894992,5504.730110733837,18881.224279817063
2019,20061,Sorghum,Irrigated,6339.5409485076125,21744.62545338111,6653.379609324821,22821.092059984137
2020,20061,Sorghum,Irrigated,7406.59239528612,25404.611915831392,7682.770416805265,26351.902529642062
2021,20061,Sorghum,Irrigated,7011.155682656439,24048.263991511587,7180.628559497732,24629.55595907722
1990,20061,Sorghum,Non-Irrigated,4174.054188868873,14317.005867820235,6847.95957903149,23488.50135607801
1991,20061,Sorghum,Non-Irrigated,2717.8428026770257,9322.200813182199,4374.9109317918865,15005.944496046171
1992,20061,Sorghum,Non-Irrigated,5511.006883950182,18902.753611949123,8705.884451069363,29861.18366716792
1993,20061,Sorghum,Non-Irrigated,3853.9387548353207,13219.00992908515,5975.48810195965,20495.924189721598
1994,20061,Sorghum,Non-Irrigated,5423.132058921364,18601.34296210028,8260.233552708929,28332.601085791626
1995,20061,Sorghum,Non-Irrigated,4035.965178109301,13843.360560914904,6038.255834123092,20711.217511042207
1996,20061,Sorghum,Non-Irrigated,6025.702287690403,20668.158846778082,8856.527008261624,30377.88763833737
1997,20061,Sorghum,Non-Irrigated,5347.810780325233,18342.99097651555,7726.707829319673,26502.60785456648
1998,20061,Sorghum,Non-Irrigated,5749.524266171259,19720.86823296742,8166.081954463765,28009.661103810715
1999,20061,Sorghum,Non-Irrigated,5335.257233892545,18299.93231225143,7456.806581016874,25576.846572887876
2000,20061,Sorghum,Non-Irrigated,3464.778815421982,11884.191336897398,4764.070871205226,16340.763088233924
2001,20061,Sorghum,Non-Irrigated,5454.515925003085,18708.989622760582,7375.2085292044,25296.965255171093
2002,20061,Sorghum,Non-Irrigated,2749.226668758746,9429.8474738425,3659.358785128651,12551.600632991274
2003,20061,Sorghum,Non-Irrigated,2843.378267003909,9752.787455823409,3728.403290508437,12788.423286443938
2004,20061,Sorghum,Non-Irrigated,6540.397691430626,22433.564081607048,8442.259975982908,28956.951717621378
2005,20061,Sorghum,Non-Irrigated,5912.720369796209,20280.630868400996,7513.297539963972,25770.610562076425
2006,20061,Sorghum,Non-Irrigated,5209.721769565661,17869.34566961022,6521.5673717815935,22368.976085210867
2007,20061,Sorghum,Non-Irrigated,5944.10423587793,20388.2775290613,7331.271116689991,25146.25993024667
2008,20061,Sorghum,Non-Irrigated,7067.6466416035355,24242.027980700128,8592.902533175169,29473.65568879083
2009,20061,Sorghum,Non-Irrigated,7293.610477391926,25017.083937454307,8743.54509036743,29990.359659960286
2010,20061,Sorghum,Non-Irrigated,5818.568771551047,19957.690886420092,6879.34344511321,23596.148016738312
2011,20061,Sorghum,Non-Irrigated,6396.031907454711,21938.38944256966,7456.806581016874,25576.846572887876
2012,20061,Sorghum,Non-Irrigated,4111.286456705431,14101.71254649963,4726.41023190716,16211.587095441559
2013,20061,Sorghum,Non-Irrigated,7124.137600550634,24435.791969888673,8084.483902651293,27729.779786093935
2014,20061,Sorghum,Non-Irrigated,6502.73705213256,22304.38808881468,7281.056930959237,24974.025273190186
2015,20061,Sorghum,Non-Irrigated,7375.2085292044,25296.965255171093,8147.251634814734,27945.073107414537
2016,20061,Sorghum,Non-Irrigated,5762.077812603949,19763.926897231544,6283.049989560514,21550.861464192567
2017,20061,Sorghum,Non-Irrigated,6157.5145252336315,21120.274821551357,6628.272516459444,22734.974731455895
2018,20061,Sorghum,Non-Irrigated,5178.337903483941,17761.69900894992,5504.730110733837,18881.224279817063
2019,20061,Sorghum,Non-Irrigated,6339.5409485076125,21744.62545338111,6653.379609324821,22821.092059984137
2020,20061,Sorghum,Non-Irrigated,7406.59239528612,25404.611915831392,7682.770416805265,26351.902529642062
2021,20061,Sorghum,Non-Irrigated,7011.155682656439,24048.263991511587,7180.628559497732,24629.55595907722
1990,20085,Sorghum,Irrigated,5630.265575060721,19311.810922458273,5849.952637632768,20065.337547080395
1991,20085,Sorghum,Irrigated,4161.5006424361845,14273.947203556114,4324.696746061134,14833.709838989691
1992,20085,Sorghum,Irrigated,6509.013825348905,22325.917420946746,6766.361527219015,23208.620038361223
1993,20085,Sorghum,Irrigated,3188.6007939028386,10936.900723086737,3314.136258229722,11367.487365727948
1994,20085,Sorghum,Irrigated,6207.728710964385,21292.50947860784,6452.522866401807,22132.153431758197
1995,20085,Sorghum,Irrigated,4280.7593335467245,14683.004514065266,4450.232210388017,15264.2964816309
1996,20085,Sorghum,Irrigated,6257.942896695138,21464.744135664325,6502.73705213256,22304.38808881468
1997,20085,Sorghum,Irrigated,6075.916473421156,20840.393503834566,6314.433855642234,21658.508124852866
1998,20085,Sorghum,Irrigated,6220.2822573970725,21335.568142871958,6465.0764128344945,22175.21209602232
1999,20085,Sorghum,Irrigated,5316.426914243512,18235.344315855247,5523.56043038287,18945.812276213248
2000,20085,Sorghum,Irrigated,5605.158482195344,19225.69359393003,5824.84554476739,19979.220218552146
2001,20085,Sorghum,Irrigated,5843.675864416422,20043.808214948327,6075.916473421156,20840.393503834566
2002,20085,Sorghum,Irrigated,3332.966577878755,11432.07536212413,3464.778815421982,11884.191336897398
2003,20085,Sorghum,Irrigated,3063.065329575955,10506.314080445525,3182.324020686495,10915.371390954677
2004,20085,Sorghum,Irrigated,7199.458879146764,24694.143955473402,7481.913673882252,25662.963901416126
2005,20085,Sorghum,Irrigated,6308.1570824258915,21636.97879272081,6559.228011079658,22498.15207800323
2006,20085,Sorghum,Irrigated,5128.1237177531875,17589.464351893435,5328.980460676201,18278.40298011937
2007,20085,Sorghum,Irrigated,6094.746793070189,20904.981500230748,6333.264175291268,21723.09612124905
2008,20085,Sorghum,Irrigated,6772.63830043536,23230.149370493287,7036.262775521815,24134.381320039825
2009,20085,Sorghum,Irrigated,6822.8524861661135,23402.38402754977,7092.753734468913,24328.14530922837
2010,20085,Sorghum,Irrigated,5253.659182080071,18020.050994534646,5460.792698219428,18730.51895489264
2011,20085,Sorghum,Irrigated,6446.246093185463,22110.62409962614,6697.31702183923,22971.797384908557
2012,20085,Sorghum,Irrigated,3916.706486998762,13434.303250405756,4073.625817407367,13972.536553707268
2013,20085,Sorghum,Irrigated,6320.710628858579,21680.037456984926,6571.781557512346,22541.210742267347
2014,20085,Sorghum,Irrigated,6628.272516459444,22734.974731455895,6891.896991545898,23639.206681002433
2015,20085,Sorghum,Irrigated,6226.559030613417,21357.097475004022,6471.353186050839,22196.74142815438
2016,20085,Sorghum,Irrigated,5548.667523248247,19031.929604741486,5768.354585820293,19785.456229363608
2017,20085,Sorghum,Irrigated,5642.8191214934095,19354.869586722394,5862.506184065455,20108.396211344512
2018,20085,Sorghum,Irrigated,5096.739851671467,17481.817691233133,5297.59659459448,18170.756319459066
2019,20085,Sorghum,Irrigated,6308.1570824258915,21636.97879272081,6559.228011079658,22498.15207800323
2020,20085,Sorghum,Irrigated,6031.979060906748,20689.688178910146,6270.496443127827,21507.802799928446
2021,20085,Sorghum,Irrigated,6866.789898680523,23553.089352474195,7136.691146983321,24478.850634152794
1990,20085,Sorghum,Non-Irrigated,5630.265575060721,19311.810922458273,5849.952637632768,20065.337547080395
1991,20085,Sorghum,Non-Irrigated,4161.5006424361845,14273.947203556114,4324.696746061134,14833.709838989691
1992,20085,Sorghum,Non-Irrigated,6509.013825348905,22325.917420946746,6766.361527219015,23208.620038361223
1993,20085,Sorghum,Non-Irrigated,3188.6007939028386,10936.900723086737,3314.136258229722,11367.487365727948
1994,20085,Sorghum,Non-Irrigated,6207.728710964385,21292.50947860784,6452.522866401807,22132.153431758197
1995,20085,Sorghum,Non-Irrigated,4280.7593335467245,14683.004514065266,4450.232210388017,15264.2964816309
1996,20085,Sorghum,Non-Irrigated,6257.942896695138,21464.744135664325,6502.73705213256,22304.38808881468
1997,20085,Sorghum,Non-Irrigated,6075.916473421156,20840.393503834566,6314.433855642234,21658.508124852866
1998,20085,Sorghum,Non-Irrigated,6220.2822573970725,21335.568142871958,6465.0764128344945,22175.21209602232
1999,20085,Sorghum,Non-Irrigated,5316.426914243512,18235.344315855247,5523.56043038287,18945.812276213248
2000,20085,Sorghum,Non-Irrigated,5605.158482195344,19225.69359393003,5824.84554476739,19979.220218552146
2001,20085,Sorghum,Non-Irrigated,5843.675864416422,20043.808214948327,6075.916473421156,20840.393503834566
2002,20085,Sorghum,Non-Irrigated,3332.966577878755,11432.07536212413,3464.778815421982,11884.191336897398
2003,20085,Sorghum,Non-Irrigated,3063.065329575955,10506.314080445525,3182.324020686495,10915.371390954677
2004,20085,Sorghum,Non-Irrigated,7199.458879146764,24694.143955473402,7481.913673882252,25662.963901416126
2005,20085,Sorghum,Non-Irrigated,6308.1570824258915,21636.97879272081,6559.228011079658,22498.15207800323
2006,20085,Sorghum,Non-Irrigated,5128.1237177531875,17589.464351893435,5328.980460676201,18278.40298011937
2007,20085,Sorghum,Non-Irrigated,6094.746793070189,20904.981500230748,6333.264175291268,21723.09612124905
2008,20085,Sorghum,Non-Irrigated,6772.63830043536,23230.149370493287,7036.262775521815,24134.381320039825
2009,20085,Sorghum,Non-Irrigated,6822.8524861661135,23402.38402754977,7092.753734468913,24328.14530922837
2010,20085,Sorghum,Non-Irrigated,5253.659182080071,18020.050994534646,5460.792698219428,18730.51895489264
2011,20085,Sorghum,Non-Irrigated,6446.246093185463,22110.62409962614,6697.31702183923,22971.797384908557
2012,20085,Sorghum,Non-Irrigated,3916.706486998762,13434.303250405756,4073.625817407367,13972.536553707268
2013,20085,Sorghum,Non-Irrigated,6320.710628858579,21680.037456984926,6571.781557512346,22541.210742267347
2014,20085,Sorghum,Non-Irrigated,6628.272516459444,22734.974731455895,6891.896991545898,23639.206681002433
2015,20085,Sorghum,Non-Irrigated,6226.559030613417,21357.097475004022,6471.353186050839,22196.74142815438
2016,20085,Sorghum,Non-Irrigated,5548.667523248247,19031.929604741486,5768.354585820293,19785.456229363608
2017,20085,Sorghum,Non-Irrigated,5642.8191214934095,19354.869586722394,5862.506184065455,20108.396211344512
2018,20085,Sorghum,Non-Irrigated,5096.739851671467,17481.817691233133,5297.59659459448,18170.756319459066
2019,20085,Sorghum,Non-Irrigated,6308.1570824258915,21636.97879272081,6559.228011079658,22498.15207800323
2020,20085,Sorghum,Non-Irrigated,6031.979060906748,20689.688178910146,6270.496443127827,21507.802799928446
2021,20085,Sorghum,Non-Irrigated,6866.789898680523,23553.089352474195,7136.691146983321,24478.850634152794
1990,20087,Sorghum,Irrigated,5736.9707197385715,19677.809568703302,5736.9707197385715,19677.809568703302
1991,20087,Sorghum,Irrigated,4443.955437171672,15242.767149498837,4443.955437171672,15242.767149498837
1992,20087,Sorghum,Irrigated,6565.504784296002,22519.681410135287,6565.504784296002,22519.681410135287
1993,20087,Sorghum,Irrigated,3376.903990393163,11582.78068704855,3376.903990393163,11582.78068704855
1994,20087,Sorghum,Irrigated,6019.42551447406,20646.629514646025,6019.42551447406,20646.629514646025
1995,20087,Sorghum,Irrigated,4148.947096003496,14230.888539291991,4148.947096003496,14230.888539291991
1996,20087,Sorghum,Irrigated,5994.318421608683,20560.512186117783,5994.318421608683,20560.512186117783
1997,20087,Sorghum,Irrigated,5981.764875175994,20517.453521853662,5981.764875175994,20517.453521853662
1998,20087,Sorghum,Irrigated,6013.148741257715,20625.100182513965,6013.148741257715,20625.100182513965
