Year,FIPS,County,Crop,Domain,Source,pdiv_id,waterUse_m3,irrArea_ha
2000,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,51137,40840.58364119772,51.799808
2001,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51137,48660.85849124887,51.799808
2002,20149,Pottawatomie,Corn,Alluvial,Groundwater,51137,180409.05355969732,39.052199
2003,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51137,264347.4926048047,41.075629
2005,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51137,30244.974656664697,13.354638
2006,20149,Pottawatomie,Corn,Alluvial,Groundwater,51137,172613.44834639714,27.113962
2007,20149,Pottawatomie,Corn,Alluvial,Groundwater,51137,35721.6340153756,26.30459
2008,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51137,19711.03976400905,26.30459
2010,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51137,88267.9602948991,26.30459
2011,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51137,86516.41608558164,26.30459
2012,20149,Pottawatomie,Corn,Alluvial,Groundwater,51137,120979.89862665879,26.30459
2013,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,51137,88588.66557266144,26.30459
2014,20149,Pottawatomie,Corn,Alluvial,Groundwater,51137,143293.58506789306,26.30459
2015,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,51137,24965.672391961398,26.30459
2016,20149,Pottawatomie,Corn,Alluvial,Groundwater,51137,40717.23545744297,26.30459
2017,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,51137,121670.6484556854,26.30459
2018,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51137,123286.50966287262,27.316305
2019,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51137,30343.6532036685,27.518648
2020,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51137,73540.18715458194,27.518648
2021,20149,Pottawatomie,Corn,Alluvial,Groundwater,51137,94928.76221765559,27.518648
2022,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,51137,122164.0411907044,27.518648
2023,20149,Pottawatomie,Corn,Alluvial,Groundwater,51137,119968.44351986985,27.518648
1990,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,3934.8070617765247,0.809372
1991,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,4428.199796795525,1.618744
1992,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,3453.7491451329997,0.809372
1993,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,1184.1425640455998,0.809372
1994,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,4835.248803186199,0.809372
1995,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,5945.38245697895,0.809372
1996,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,2479.2984934704746,0.809372
1997,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,2627.3163139761746,0.809372
1998,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,2257.271762711925,1.214058
1999,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,3157.7135041215997,1.214058
2000,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,7228.20356802835,1.214058
2001,20149,Pottawatomie,Unknown,Alluvial,Groundwater,51366,4292.5167946653,NA
2002,20149,Pottawatomie,Unknown,Alluvial,Groundwater,51366,4391.195341669099,1.618744
2003,20149,Pottawatomie,Unknown,Alluvial,Groundwater,51366,5242.297809576875,1.214058
2004,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,2479.2984934704746,1.214058
2005,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,2479.2984934704746,1.214058
2006,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,4193.8382476615,3.237488
2007,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,1739.2093909419748,0.809372
2008,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,51366,1159.47292729465,2.428116
2009,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,283.700822635925,0.809372
2010,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,2466.963675095,3.642174
2011,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,5748.02536297135,3.642174
2012,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,9954.198429008326,3.642174
2013,20149,Pottawatomie,Unknown,Alluvial,Groundwater,51366,4822.913984810725,3.237488
2014,20149,Pottawatomie,Unknown,Alluvial,Groundwater,51366,5020.271078818325,2.832802
2015,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,3318.066143002775,4.04686
2016,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,2627.3163139761746,4.451546
2017,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,51366,2368.2851280911996,4.451546
2018,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,5402.650448458049,4.451546
2019,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,2627.3163139761746,4.451546
2020,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,4884.5880766881,4.451546
2021,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,1973.570940076,1.618744
2022,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,382.379369639725,1.618744
2023,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,Groundwater,51366,542.7320085209,1.618744
1994,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,78165.74404538507,52.60918
1995,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,74761.33417375397,50.58575
1996,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,89106.72794443139,50.58575
1997,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,125938.49561359973,52.204494
1998,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,11878.430095582426,48.967006
1999,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,42777.150126147295,50.58575
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,31836.16622710097,51.395122
2001,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,97124.35988849014,48.56232
2002,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,8646.707681207974,48.56232
2003,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,100356.0823028646,48.56232
2004,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,39163.04834213312,48.56232
2005,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,69630.04972955637,51.799808
2006,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,58096.99454848725,39.659228
2007,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,20118.08877039972,51.799808
2008,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,135559.65394647024,51.799808
2009,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,3688.110694267025,51.799808
2011,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,65016.82765712872,50.181064
2012,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,136423.09123275348,51.799808
2013,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,78215.08331888697,51.799808
2014,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,78030.06104325484,51.799808
2015,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,32502.246419376625,51.799808
2016,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,34648.504816709275,51.799808
2017,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,108262.70088154406,51.799808
2018,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,105684.7238410698,51.799808
2019,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,37127.80331017975,51.799808
2020,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,28111.05107770752,51.799808
2021,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,102391.32733481798,51.799808
2022,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51392,54273.20085209,51.799808
2023,20149,Pottawatomie,Corn,Alluvial,Groundwater,51392,108139.35269778932,51.799808
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,51527,19081.964026859823,24.28116
2001,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51527,22893.422904881598,24.28116
2002,20149,Pottawatomie,Corn,Alluvial,Groundwater,51527,81816.85028452567,58.274784
1990,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,27259.94860979975,16.18744
1991,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,51987,44972.74779698185,22.25773
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,16898.701174400747,14.568696
1995,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,32711.9383317597,14.16401
1996,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,27592.988705937576,14.16401
1997,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,40877.58809632415,14.16401
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,57233.557262204,14.16401
1999,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,49055.57267926408,14.16401
2000,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51987,24533.953748819775,14.16401
2001,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,16355.96916587985,14.16401
2002,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,32711.9383317597,14.16401
2003,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,40877.58809632415,14.16401
2005,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51987,25545.408855608726,16.18744
2006,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,32711.9383317597,12.14058
2011,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,20870.512691303702,4.856232
2012,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51987,19303.990757618376,4.856232
2013,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,7376.22138853405,9.712464
2014,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51987,16269.625437251523,9.712464
2016,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51987,1171.8077456701249,9.712464
2017,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,13950.679582662226,9.712464
2018,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51987,8363.00685857205,9.712464
2019,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,6340.096644994149,9.712464
2020,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51987,8177.984582939925,9.712464
2021,20149,Pottawatomie,Corn,Alluvial,Groundwater,51987,15874.911249236324,9.712464
2022,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51987,15270.50514883805,9.712464
2023,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,51987,17910.1562811897,9.712464
1996,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,52200,58035.32045660987,62.72633
1990,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,4896.922895063575,0.809372
1991,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,2911.0171366121,0.809372
1992,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,1122.468472168225,6.07029
1994,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,2220.2673075855,2.02343
1995,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,2294.27621783835,6.07029
1996,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,3170.0483224970744,0.809372
1997,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,4193.8382476615,0.809372
1998,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,4970.931805316425,6.07029
1999,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,5908.378001852525,6.07029
2000,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,8597.368407706073,6.07029
2001,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,7265.208023154774,6.07029
2002,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,10743.626805038726,6.07029
2003,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,14912.795415949275,6.07029
2004,20149,Pottawatomie,Unknown,Non-alluvial,Groundwater,52213,12963.894112624224,2.428116
2005,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,13247.59493526015,3.642174
2006,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,5612.342360841125,1.618744
2007,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,2985.02604686495,0.809372
2008,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,1258.15147429845,0.404686
2009,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,1603.52638881175,0.404686
2010,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,1603.52638881175,0.404686
2011,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,949.781014911575,0.404686
2012,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,14123.367039918874,2.225773
2013,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,826.432831156825,0.404686
2014,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,727.754284153025,0.404686
2015,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,777.093557654925,0.404686
2016,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,875.7721046587249,4.04686
2017,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,3170.0483224970744,6.07029
2018,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,14172.706313420775,6.07029
2019,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,4317.186431416249,6.07029
2020,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,5748.02536297135,6.07029
2021,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,5340.976356580675,6.07029
2022,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,4243.177521163399,6.07029
2023,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,52213,5266.967446327824,6.07029
1990,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,4773.574711308825,8.903092
1991,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,52564,51189.49625822125,28.32802
1994,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,35770.973288877496,28.32802
1995,20149,Pottawatomie,Corn,Alluvial,Groundwater,52564,23300.471911272274,16.18744
1996,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,32884.62578901635,16.18744
1997,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,33526.03634454105,18.21087
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,52564,8535.6943158287,12.949952
1999,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,2997.360865240425,44.51546
2000,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,20303.11104603185,45.324832
2001,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,57776.289270724905,36.42174
2002,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,120745.53707752477,40.4686
2003,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,90562.23651273745,43.706088
2005,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,52188.61654663472,46.53889
2006,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,100985.15804001382,48.56232
2007,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,38570.97706011032,48.56232
2008,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,52564,5723.355726220399,4.856232
2010,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,52564,14851.121324071899,10.11715
2011,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,103846.83590312401,63.940388
2012,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,164620.48603908936,63.940388
2013,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,45392.13162174799,63.940388
2014,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,56000.0754246565,63.940388
2015,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,52564,36683.74984866264,29.946763999999998
2016,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,52564,1603.52638881175,29.946763999999998
2017,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,65966.6086720403,51.395122
2018,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,77166.6237569716,51.395122
2019,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,32909.2954257673,51.395122
2020,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,43221.20358766439,72.84348
2021,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,72627.4105947968,72.84348
2022,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,66928.72450532735,58.274784
2023,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,52564,88847.69675854642,64.74976
1998,20149,Pottawatomie,Multi-Crop,Alluvial,Surface water,52858,18181.522285450148,30.756135999999998
2002,20149,Pottawatomie,Corn,Non-alluvial,Surface water,53196,95397.48531592365,30.756135999999998
2003,20149,Pottawatomie,Corn,Non-alluvial,Surface water,53196,76315.52128906382,30.756135999999998
2007,20149,Pottawatomie,Corn,Non-alluvial,Surface water,53196,30528.675479300622,18.615555999999998
1990,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,54507.56240122402,22.662416
1991,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53397,40877.58809632415,18.21087
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,53397,24978.007210336873,20.2343
1994,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53397,29985.943470779723,20.2343
1995,20149,Pottawatomie,Alfalfa,Alluvial,Groundwater,53397,25434.39549022945,20.2343
1996,20149,Pottawatomie,Corn,Alluvial,Groundwater,53397,20438.794048162075,20.2343
1997,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53397,30207.97020153827,20.2343
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,53397,20438.794048162075,20.2343
1999,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,20438.794048162075,22.25773
2000,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,29985.943470779723,20.2343
2001,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,27259.94860979975,20.2343
2003,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,47698.742657961826,22.662416
2004,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53397,11446.711452440799,12.14058
2005,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53397,17712.7991871821,20.2343
2006,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,2047.5798503288497,20.2343
2007,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,912.77655978515,18.21087
2010,20149,Pottawatomie,Corn,Alluvial,Groundwater,53397,26704.881782903372,14.16401
2011,20149,Pottawatomie,Corn,Alluvial,Groundwater,53397,96692.64124534852,22.25773
2012,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,34068.76835306195,22.25773
2013,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53397,27395.631611929974,29.542078
2014,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,39767.4544425314,22.25773
2015,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53397,22893.422904881598,48.56232
2016,20149,Pottawatomie,Corn,Alluvial,Groundwater,53397,6685.4715595074495,12.14058
2017,20149,Pottawatomie,Corn,Alluvial,Groundwater,53397,33094.31770139942,12.14058
2018,20149,Pottawatomie,Corn,Alluvial,Groundwater,53397,32526.916056127575,12.14058
2019,20149,Pottawatomie,Corn,Alluvial,Groundwater,53397,17170.0671786612,10.11715
2020,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,21302.231334445325,10.11715
2021,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,11274.02399518415,20.2343
2022,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,13926.009945911273,20.2343
2023,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53397,13691.64839677725,20.2343
1990,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,53647,18206.1919222011,14.568696
1991,20149,Pottawatomie,Multi-Crop,Non-alluvial,Groundwater,53647,46329.5778182841,29.946763999999998
1992,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,17466.1028196726,15.378067999999999
1993,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,29393.872188756923,16.18744
1994,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,58985.10147152145,16.18744
1995,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,50215.04560655872,16.18744
1996,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,49326.938683524524,16.18744
1997,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,26285.49795813722,16.18744
1998,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,63956.03327683787,16.18744
1999,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,60662.63677058605,16.18744
2000,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,73934.90134259715,16.18744
2001,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,58565.71764675529,17.806184
2002,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,70333.13437695845,17.806184
2003,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,57899.63745447964,17.806184
2004,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,36671.41503028717,17.806184
2005,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,45823.85026488962,17.806184
2006,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,37682.87013707613,17.806184
2007,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,45429.13607687442,17.806184
2008,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,35770.973288877496,17.806184
2009,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,65374.537390017496,31.160822
2010,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,35770.973288877496,31.160822
2011,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,77709.3557654925,31.160822
2012,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,128282.11110493999,31.160822
2013,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,59207.12820228,31.160822
2014,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,48105.791664352495,44.51546
2015,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,56740.164527185,44.51546
2016,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,48105.791664352495,44.51546
2017,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,57973.6463647325,44.51546
2018,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,57973.6463647325,44.51546
2019,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,34537.491451329995,44.51546
2020,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,48105.791664352495,44.51546
2021,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,39471.41880152,44.51546
2022,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,44405.34615171,44.51546
2023,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,Groundwater,53647,145550.856830605,44.51546
1990,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,53039.7190145425,25.899904
1991,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53675,94114.66420487424,25.899904
1994,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,39434.41434639357,25.899904
1995,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53675,14900.4605975738,25.899904
1996,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,53675,35980.66520126058,25.899904
1997,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,25434.39549022945,25.899904
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,10176.225159766875,25.899904
1999,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,26162.149774382473,25.899904
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,16355.96916587985,25.899904
2001,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,72134.0178597778,25.899904
2002,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,119191.34996221491,25.899904
2003,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,799111.2084551478,NA
2005,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,67890.84033861439,25.899904
2006,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,83839.76049810357,25.899904
2007,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,78511.11895989836,25.899904
2008,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,1665.200480689125,25.899904
2011,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,62142.81497564305,25.899904
2012,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,57418.57953783612,25.899904
2013,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,35746.303652126546,25.899904
2014,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,67767.49215485965,25.899904
2015,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,35585.95101324537,25.899904
2016,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,35129.562733352795,25.899904
2017,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,36511.062391406,25.899904
2018,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,65584.22930240058,25.899904
2019,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,53675,13037.903022877075,25.899904
2020,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,29948.9390156533,25.899904
2022,20149,Pottawatomie,Corn,Alluvial,Groundwater,53675,49129.58158951692,25.899904
1990,20149,Pottawatomie,Alfalfa,Non-alluvial,Groundwater,53971,53002.71455941607,55.037296
1991,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,86516.41608558164,55.037296
1992,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,43998.297145319324,55.037296
1994,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,64511.10010373424,55.037296
1995,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,83013.32766694675,56.65604
1996,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,95755.19504881241,51.799808
1998,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,74132.25843660475,56.65604
